"City", "Region", "Country", "AirQuality", "WaterPollution"
"Donetsk", "Donetsk Oblast", "Ukraine", 20, 65
"Aigle", "Canton of Vaud", "Switzerland", 75, 25
"Cincinnati", "Ohio", "United States of America", 57.57575757575758, 43.103448275862064
"Omaha", "Nebraska", "United States of America", 78.57142857142857, 32.35294117647059
"Fresno", "California", "United States of America", 21.250000000000004, 78.125
"Plymouth", "England", "United Kingdom", 73.80952380952381, 23.61111111111111
"Edirne", "Edirne Province", "Turkey", 33.333333333333336, 50
"Richmond", "Virginia", "United States of America", 73.17073170731707, 27.631578947368418
"Chandigarh", "", "India", 54.41176470588235, 58.11688311688312
"Plzen", "", "Czech Republic", 65, 42.85714285714286
"Fortaleza", "Ceara", "Brazil", 66.66666666666666, 56.94444444444444
"Derby", "England", "United Kingdom", 73.07692307692308, 21.153846153846157
"Guayaquil", "Guayas Province", "Ecuador", 41.21621621621622, 70.51282051282051
"Cotonou", "Littoral Department", "Benin", 25, 100
"Louisville", "Kentucky", "United States of America", 56.060606060606055, 38.793103448275865
"Madison", "Wisconsin", "United States of America", 86.76470588235294, 40.32258064516129
"Salem", "Oregon", "United States of America", 87.5, 17.857142857142854
"Ketchikan", "Alaska", "United States of America", 100, 50
"Trois-Rivieres", "Quebec", "Canada", 82.14285714285714, 0
"Vaughan", "Ontario", "Canada", 80.88235294117648, 28.333333333333332
"Markham", "Ontario", "Canada", 89.58333333333333, 17.708333333333332
"La Plata", "Buenos Aires Province", "Argentina", 40.90909090909091, 63.63636363636363
"Toulon", "", "France", 60, 41.66666666666667
"Brampton", "Ontario", "Canada", 70.83333333333334, 39.88095238095239
"Cordoba", "Cordoba Province", "Argentina", 35, 58.333333333333336
"Santa Rosa", "La Pampa", "Argentina", 75, 75
"San Salvador de Jujuy", "Province of Jujuy", "Argentina", 75, 50
"La Rioja", "La Rioja Province", "Argentina", 100, 50
"Mendoza", "Mendoza", "Argentina", 65.625, 53.57142857142857
"Viedma", "Rio Negro Province", "Argentina", 100, 75
"San Luis", "San Luis Province", "Argentina", 75, 50
"Santiago del Estero", "Santiago del Estero Province", "Argentina", 75, 25
"Charleston", "West Virginia", "United States of America", 95, 50
"Bugibba", "", "Malta", 40, 65
"Viljandi", "Viljandi County", "Estonia", 100, 37.5
"Tulsa", "Oklahoma", "United States of America", 75, 38.63636363636363
"Paide", "Jarva County", "Estonia", 100, 0
"Monte Carlo", "Commune of Monaco", "Monaco", 22.72727272727273, 43.75
"Trabzon", "Trabzon Province", "Turkey", 27.77777777777778, 25
"Herat", "Herat", "Afghanistan", 43.75, 31.25
"Coimbra", "Coimbra", "Portugal", 82.35294117647058, 41.17647058823529
"Kandahar", "Kandahar", "Afghanistan", 0, 75
"Limoges", "", "France", 100, 0
"Pecs", "Baranya County", "Hungary", 62.5, 25
"Dunkirk", "", "France", 36.11111111111111, 45
"Gifu", "Gifu Prefecture", "Japan", 62.5, 50
"Guelma", "Annaba Province", "Algeria", 25, 50
"Sfax", "Sfax Governorate", "Tunisia", 11.11111111111111, 70.83333333333334
"Suceava", "Suceava County", "Romania", 71.875, 37.5
"Kavaje", "Tirana County", "Albania", 100, 75
"Sendai", "Miyagi Prefecture", "Japan", 87.5, 25
"Alcala de Henares", "Community of Madrid", "Spain", 75, 50
"Espoo", "Uusimaa", "Finland", 95.45454545454545, 19.444444444444443
"Saint-Denis", "Reunion", "France", 75, 50
"Oulu", "", "Finland", 86.95652173913044, 12.5
"Santa Monica", "California", "United States of America", 66.66666666666666, 54.166666666666664
"Hassan", "Karnataka", "India", 68.18181818181819, 60.71428571428571
"Palo Alto", "California", "United States of America", 56.25, 50
"Green Bay", "Wisconsin", "United States of America", 63.888888888888886, 50
"Aix-en-Provence", "", "France", 78.57142857142857, 50
"Torun", "Kuyavian-Pomeranian Voivodeship", "Poland", 37.5, 42.85714285714286
"Charleston", "South Carolina", "United States of America", 75, 57.692307692307686
"Bariloche", "Rio Negro Province", "Argentina", 83.33333333333333, 41.66666666666667
"Lucknow", "Uttar Pradesh", "India", 25.666666666666664, 72.82608695652173
"Salford", "England", "United Kingdom", 100, 50
"Basra", "Basra Governorate", "Iraq", 27.083333333333336, 72.91666666666666
"Dover", "New Hampshire", "United States of America", 100, 50
"Dnipro", "Dnipropetrovsk Oblast", "Ukraine", 24.193548387096776, 70.65217391304348
"Nashua", "New Hampshire", "United States of America", 87.5, 0
"Medellin", "Antioquia Department", "Colombia", 23.901098901098898, 38.23529411764706
"Kobe", "Hyogo Prefecture", "Japan", 80, 33.333333333333336
"Kayseri", "Kayseri Province", "Turkey", 25, 62.5
"Recife", "Pernambuco", "Brazil", 49.166666666666664, 77.41935483870968
"Manchester", "New Hampshire", "United States of America", 76.92307692307692, 38.88888888888889
"Amritsar", "Punjab", "India", 21.568627450980394, 76.70454545454545
"Oak Ridge", "Tennessee", "United States of America", 87.5, 50
"Strumica", "Strumica Municipality", "North Macedonia", 68.75, 28.125
"San Luis Obispo", "California", "United States of America", 92.5, 45.83333333333333
"Cambridge", "Massachusetts", "United States of America", 91.66666666666667, 21.875
"West Hartford", "Connecticut", "United States of America", 91.66666666666667, 6.25
"New Haven", "Connecticut", "United States of America", 81.81818181818181, 37.5
"New Bedford", "Massachusetts", "United States of America", 25, 75
"Stamford", "Connecticut", "United States of America", 50, 54.166666666666664
"Bridgeport", "Connecticut", "United States of America", 79.16666666666667, 66.66666666666666
"Waterbury", "Connecticut", "United States of America", 80, 0
"Worcester", "Massachusetts", "United States of America", 91.66666666666667, 75
"Pittsfield", "Massachusetts", "United States of America", 89.28571428571428, 100
"Fall River", "Massachusetts", "United States of America", 100, 50
"Newton", "Massachusetts", "United States of America", 75, 50
"Danbury", "Connecticut", "United States of America", 75, 0
"Somerville", "Massachusetts", "United States of America", 100, 12.5
"Portland", "Maine", "United States of America", 82.14285714285714, 42.85714285714286
"Rochester", "New York", "United States of America", 64.70588235294117, 47.91666666666667
"Irvine", "California", "United States of America", 63.1578947368421, 33.333333333333336
"Fremont", "California", "United States of America", 79.16666666666667, 15.000000000000002
"Scottsdale", "Arizona", "United States of America", 68.75, 28.846153846153843
"Reno", "Nevada", "United States of America", 70.93023255813954, 28.846153846153843
"Winston-Salem", "North Carolina", "United States of America", 94.44444444444444, 4.999999999999999
"Durham", "North Carolina", "United States of America", 75, 39.58333333333333
"Norfolk", "Virginia", "United States of America", 100, 75
"Orlando", "Florida", "United States of America", 75.73529411764706, 48.38709677419355
"Greensboro", "North Carolina", "United States of America", 76.66666666666666, 31.818181818181817
"Toledo", "Ohio", "United States of America", 75, 75
"Stockton", "California", "United States of America", 44.230769230769226, 71.875
"Lexington", "Kentucky", "United States of America", 89.28571428571428, 40
"Corpus Christi", "Texas", "United States of America", 70, 68.18181818181819
"Riverside", "California", "United States of America", 45.83333333333333, 53.333333333333336
"Santa Ana", "California", "United States of America", 50, 55.00000000000001
"Aurora", "Colorado", "United States of America", 45.83333333333333, 33.333333333333336
"Anaheim", "California", "United States of America", 55.769230769230774, 33.333333333333336
"Tampa", "Florida", "United States of America", 79.7872340425532, 45.93023255813954
"Bakersfield", "California", "United States of America", 16.666666666666668, 68.4782608695652
"Colorado Springs", "Colorado", "United States of America", 79.41176470588236, 38.39285714285714
"Virginia Beach", "Virginia", "United States of America", 85.52631578947368, 36.66666666666667
"Mesa", "Arizona", "United States of America", 68.75, 31.25
"Wichita", "Kansas", "United States of America", 86.36363636363636, 33.82352941176471
"Henderson", "Nevada", "United States of America", 67.85714285714286, 35
"Fort Wayne", "Indiana", "United States of America", 66.66666666666666, 43.75
"Chula Vista", "California", "United States of America", 37.5, 75
"Chandler", "Arizona", "United States of America", 65, 45
"Lubbock", "Texas", "United States of America", 69.64285714285714, 34.09090909090909
"Garland", "Texas", "United States of America", 75, 50
"Balzers", "", "Liechtenstein", 75, 0
"Garden Grove", "California", "United States of America", 75, 0
"Mississauga", "Ontario", "Canada", 81.69642857142857, 32.69230769230769
"Demmin", "Mecklenburg-Western Pomerania", "Germany", 100, 50
"Osorno", "Los Lagos Region", "Chile", 25, 62.5
"Ovalle", "Coquimbo Region", "Chile", 100, 25
"Cali", "Valle del Cauca Department", "Colombia", 67.04545454545455, 42.1875
"Pereira", "Risaralda Department", "Colombia", 25, 75
"Gniezno", "Greater Poland Voivodeship", "Poland", 50, 0
"Puente Alto", "Santiago Metropolitan Region", "Chile", 0, 50
"Punta Arenas", "Magellan and the Chilean Antarctic Region", "Chile", 94.44444444444444, 45
"Gilbert", "Arizona", "United States of America", 75, 0
"Tempe", "Arizona", "United States of America", 68.18181818181819, 46.42857142857143
"Peoria", "Arizona", "United States of America", 65, 15.000000000000002
"Surprise", "Arizona", "United States of America", 100, 0
"Plano", "Texas", "United States of America", 78.57142857142857, 32.14285714285714
"Irving", "Texas", "United States of America", 62.5, 37.5
"Amarillo", "Texas", "United States of America", 53.125, 53.125
"Brownsville", "Texas", "United States of America", 57.14285714285714, 68.75
"Mesquite", "Texas", "United States of America", 50, 75
"McKinney", "Texas", "United States of America", 87.5, 18.75
"McAllen", "Texas", "United States of America", 87.5, 35.714285714285715
"Chiang Mai", "Chiang Mai", "Thailand", 19.27710843373494, 59.45945945945946
"Kolomyia", "Ivano-Frankivsk Oblast", "Ukraine", 75, 0
"Orem", "Utah", "United States of America", 65.625, 33.333333333333336
"Ogden", "Utah", "United States of America", 80.55555555555556, 0
"Rosario", "Santa Fe Province", "Argentina", 71.42857142857143, 57.14285714285714
"Mar del Plata", "Buenos Aires Province", "Argentina", 82.14285714285714, 35.714285714285715
"Kalisz", "Greater Poland Voivodeship", "Poland", 50, 50
"Konin", "Greater Poland Voivodeship", "Poland", 25, 25
"Leszno", "Greater Poland Voivodeship", "Poland", 75, 50
"Faenza", "Emilia-Romagna", "Italy", 75, 50
"Richmond Hill", "Ontario", "Canada", 89.28571428571428, 8.333333333333332
"Newmarket", "Ontario", "Canada", 100, 0
"Saltillo", "Coahuila", "Mexico", 68.33333333333333, 42.85714285714286
"Bahia Blanca", "Buenos Aires Province", "Argentina", 58.333333333333336, 58.333333333333336
"Haverhill", "Massachusetts", "United States of America", 100, 50
"Beverly", "Massachusetts", "United States of America", 100, 0
"Medford", "Massachusetts", "United States of America", 100, 0
"Woburn", "Massachusetts", "United States of America", 87.5, 50
"Norwalk", "Connecticut", "United States of America", 75, 30
"East Providence", "Rhode Island", "United States of America", 100, 50
"Woonsocket", "Rhode Island", "United States of America", 80, 100
"Nykoping", "Sodermanland County", "Sweden", 100, 50
"Kumanovo", "Kumanovo Municipality", "North Macedonia", 16.666666666666668, 91.66666666666667
"Visby", "Gotland County", "Sweden", 75, 0
"Valencia", "Carabobo", "Venezuela", 39.285714285714285, 96.42857142857143
"Cuenca", "Azuay Province", "Ecuador", 45.39473684210527, 28.676470588235293
"Fuenlabrada", "Community of Madrid", "Spain", 87.5, 100
"Harrow", "England", "United Kingdom", 75, 58.333333333333336
"Cabanatuan", "", "Philippines", 33.333333333333336, 50
"Novi Sad", "", "Serbia", 59.2391304347826, 47.159090909090914
"San Fernando", "", "Philippines", 0, 100
"Angeles", "", "Philippines", 32.8125, 79.6875
"Punta del Este", "Maldonado Department", "Uruguay", 81.25, 50
"San Bernardo", "Santiago Metropolitan Region", "Chile", 10.88709677419355, 88.72282608695652
"Olongapo", "", "Philippines", 64.28571428571428, 79.16666666666667
"Newcastle", "New South Wales", "Australia", 78, 39.285714285714285
"Venice", "Florida", "United States of America", 91.66666666666667, 16.666666666666668
"Xuzhou", "Jiangsu", "People's Republic of China", 12.5, 75
"Lianyungang", "Jiangsu", "People's Republic of China", 0, 50
"Suqian", "Jiangsu", "People's Republic of China", 0, 50
"Huai'an", "Jiangsu", "People's Republic of China", 15.000000000000002, 25
"Yancheng", "Jiangsu", "People's Republic of China", 0, 50
"Yangzhou", "Jiangsu", "People's Republic of China", 0, 50
"Taizhou", "Jiangsu", "People's Republic of China", 0, 50
"Annaberg-Buchholz", "Saxony", "Germany", 87.5, 50
"Nantong", "Jiangsu", "People's Republic of China", 7.142857142857145, 58.333333333333336
"Zhenjiang", "Jiangsu", "People's Republic of China", 12.5, 62.5
"Changzhou", "Jiangsu", "People's Republic of China", 4.166666666666669, 62.5
"Jiaxing", "Zhejiang", "People's Republic of China", 0, 50
"Jinhua", "Zhejiang", "People's Republic of China", 0, 50
"Quzhou", "Zhejiang", "People's Republic of China", 0, 50
"Lishui", "Zhejiang", "People's Republic of China", 0, 50
"Zhoushan", "Zhejiang", "People's Republic of China", 12.5, 50
"Banff", "Alberta", "Canada", 100, 0
"Shijiazhuang", "Hebei", "People's Republic of China", 0, 100
"Tangshan", "Hebei", "People's Republic of China", 0, 50
"Qinhuangdao", "Hebei", "People's Republic of China", 0, 50
"Xingtai", "Hebei", "People's Republic of China", 0, 50
"Baoding", "Hebei", "People's Republic of China", 35.714285714285715, 33.333333333333336
"Zhangjiakou", "Hebei", "People's Republic of China", 0, 50
"Chengde", "Hebei", "People's Republic of China", 0, 50
"Cangzhou", "Hebei", "People's Republic of China", 0, 25
"Langfang", "Hebei", "People's Republic of China", 0, 50
"Hengshui", "Hebei", "People's Republic of China", 0, 50
"Doncaster", "England", "United Kingdom", 15.000000000000002, 45.83333333333333
"Kakinada", "Andhra Pradesh", "India", 62.5, 37.5
"Zhuhai", "Guangdong", "People's Republic of China", 41.66666666666667, 65
"Shantou", "Guangdong", "People's Republic of China", 25, 50
"Narvik", "Nordland", "Norway", 90, 100
"Shaoguan", "Guangdong", "People's Republic of China", 25, 50
"Jiangmen", "Guangdong", "People's Republic of China", 12.5, 50
"Zhanjiang", "Guangdong", "People's Republic of China", 35, 50
"Zhaoqing", "Guangdong", "People's Republic of China", 12.5, 50
"Mo i Rana", "Nordland", "Norway", 80, 0
"Huizhou", "Guangdong", "People's Republic of China", 25, 50
"Meizhou", "Guangdong", "People's Republic of China", 25, 50
"Shanwei", "Guangdong", "People's Republic of China", 30, 50
"Heyuan", "Guangdong", "People's Republic of China", 40, 0
"Yangjiang", "Guangdong", "People's Republic of China", 20, 100
"Dongguan", "Guangdong", "People's Republic of China", 35, 50
"Zhongshan", "Guangdong", "People's Republic of China", 29.166666666666664, 87.5
"Chaozhou", "Guangdong", "People's Republic of China", 25, 50
"Yunfu", "Guangdong", "People's Republic of China", 25, 50
"Uzice", "Zlatibor District", "Serbia", 25, 75
"Columbia", "Missouri", "United States of America", 96.42857142857143, 25
"Swakopmund", "Erongo Region", "Namibia", 50, 50
"Bejaia", "Bejaia Province", "Algeria", 58.333333333333336, 50
"Zalaegerszeg", "Zala County", "Hungary", 0, 100
"Napa", "California", "United States of America", 92.85714285714286, 37.5
"Ashkelon", "Southern District", "Israel", 4.999999999999999, 100
"Malacca", "Melaka", "Malaysia", 75, 25
"George Town", "", "Malaysia", 50, 58.333333333333336
"Campeche", "Campeche", "Mexico", 80, 68.75
"Chihuahua City", "Chihuahua", "Mexico", 81.25, 47.91666666666667
"Colima", "Colima", "Mexico", 75, 37.5
"Latur", "Maharashtra", "India", 83.33333333333333, 58.333333333333336
"Brandon", "Manitoba", "Canada", 85, 40
"Nellore", "Andhra Pradesh", "India", 31.48148148148148, 66.66666666666666
"Navi Mumbai", "Maharashtra", "India", 40.21739130434783, 55.27522935779816
"Jonesboro", "Arkansas", "United States of America", 50, 50
"Semey", "East Kazakhstan Region", "Kazakhstan", 25, 75
"Taicang", "Jiangsu", "People's Republic of China", 0, 100
"Vanadzor", "Lori Region", "Armenia", 25, 50
"General Trias", "", "Philippines", 25, 25
"Magallanes", "", "Philippines", 50, 50
"Barranquilla", "Atlantico Department", "Colombia", 52.77777777777778, 50
"Koszalin", "West Pomeranian Voivodeship", "Poland", 55.00000000000001, 50
"Abadan", "Khuzestan Province", "Iran", 0, 50
"Bacoor", "", "Philippines", 33.333333333333336, 71.42857142857143
"Dasmarinas", "", "Philippines", 28.57142857142857, 79.6875
"Imus", "", "Philippines", 25, 60
"Tagaytay", "", "Philippines", 86.11111111111111, 37.5
"Vernier", "Canton of Geneva", "Switzerland", 12.5, 75
"Baden", "Canton Aargau", "Switzerland", 75, 20
"Nyon", "Canton of Vaud", "Switzerland", 100, 0
"Lancy", "Canton of Geneva", "Switzerland", 75, 0
"Dubendorf", "Canton of Zurich", "Switzerland", 100, 50
"Baar", "Canton of Zug", "Switzerland", 75, 50
"High Wycombe", "England", "United Kingdom", 62.5, 50
"Glogow", "Lower Silesian Voivodeship", "Poland", 50, 50
"Jaipur", "Rajasthan", "India", 43.674698795180724, 63.55263157894737
"Kanpur", "Uttar Pradesh", "India", 16.40625, 76.66666666666666
"Indore", "Madhya Pradesh", "India", 45, 70.56451612903226
"Davos", "Grisons", "Switzerland", 100, 50
"La Chaux-de-Fonds", "Canton of Neuchatel", "Switzerland", 75, 0
"Olten", "Canton of Solothurn", "Switzerland", 80, 100
"Sion", "Canton of Valais", "Switzerland", 80, 6.25
"Zug", "Canton of Zug", "Switzerland", 91.66666666666667, 8.333333333333332
"Vevey", "Canton of Vaud", "Switzerland", 100, 0
"Nanping", "Fujian", "People's Republic of China", 37.5, 50
"Putian", "Fujian", "People's Republic of China", 35, 50
"Sanming", "Fujian", "People's Republic of China", 25, 50
"Quanzhou", "Fujian", "People's Republic of China", 25, 75
"Xiamen", "Fujian", "People's Republic of China", 61.111111111111114, 48.214285714285715
"Zhangzhou", "Fujian", "People's Republic of China", 0, 50
"Longyan", "Fujian", "People's Republic of China", 25, 50
"Ningde", "Fujian", "People's Republic of China", 25, 50
"Solothurn", "Canton of Solothurn", "Switzerland", 100, 50
"Chur", "Grisons", "Switzerland", 100, 0
"Xining", "Qinghai", "People's Republic of China", 4.999999999999999, 75
"Cham", "Canton of Zug", "Switzerland", 100, 0
"Neuchatel", "Canton of Neuchatel", "Switzerland", 92.85714285714286, 0
"Montreux", "Canton of Vaud", "Switzerland", 62.5, 50
"Langenthal", "Canton of Bern", "Switzerland", 100, 0
"Shiyan", "Hubei", "People's Republic of China", 0, 50
"Jingzhou", "Hubei", "People's Republic of China", 0, 50
"Yichang", "Hubei", "People's Republic of China", 0, 50
"Xiangyang", "Hubei", "People's Republic of China", 15.000000000000002, 50
"Huanggang", "Hubei", "People's Republic of China", 0, 100
"Portsmouth", "England", "United Kingdom", 60, 40
"Kurchatov", "Kursk Oblast", "Russia", 75, 75
"Taiyuan", "Shanxi", "People's Republic of China", 0, 100
"Datong", "Shanxi", "People's Republic of China", 12.5, 50
"Yangquan", "Shanxi", "People's Republic of China", 0, 50
"Changzhi", "Shanxi", "People's Republic of China", 0, 50
"Jincheng", "Shanxi", "People's Republic of China", 0, 50
"Jinzhong", "Shanxi", "People's Republic of China", 0, 50
"Xinzhou", "Shanxi", "People's Republic of China", 0, 50
"Linfen", "Shanxi", "People's Republic of China", 22.22222222222222, 55.00000000000001
"Dalian", "Liaoning", "People's Republic of China", 26.785714285714285, 50
"Fushun", "Liaoning", "People's Republic of China", 0, 50
"Benxi", "Liaoning", "People's Republic of China", 0, 50
"Dandong", "Liaoning", "People's Republic of China", 16.666666666666668, 37.5
"Yingkou", "Liaoning", "People's Republic of China", 0, 50
"Panjin", "Liaoning", "People's Republic of China", 0, 50
"Tieling", "Liaoning", "People's Republic of China", 0, 50
"Huludao", "Liaoning", "People's Republic of China", 0, 50
"San Pedro", "", "Philippines", 25, 0
"Calamba", "", "Philippines", 58.333333333333336, 77.77777777777779
"Santa Rosa", "", "Philippines", 50, 62.5
"Dzerzhinsk", "Nizhny Novgorod Oblast", "Russia", 100, 50
"Marion", "Arkansas", "United States of America", 0, 75
"Kluczbork", "Opole Voivodeship", "Poland", 50, 50
"Cabot", "Arkansas", "United States of America", 75, 25
"Russellville", "Arkansas", "United States of America", 93.75, 50
"Bullhead City", "Arizona", "United States of America", 100, 50
"Texarkana", "Arkansas", "United States of America", 87.5, 50
"Rogers", "Arkansas", "United States of America", 87.5, 12.5
"Dothan", "Alabama", "United States of America", 100, 62.5
"Fort Smith", "Arkansas", "United States of America", 95, 25
"Tuscaloosa", "Alabama", "United States of America", 86.11111111111111, 40
"Fairbanks", "Alaska", "United States of America", 68.18181818181819, 9.999999999999998
"Van Buren", "Arkansas", "United States of America", 100, 50
"Kingman", "Arizona", "United States of America", 100, 75
"Florence", "Alabama", "United States of America", 100, 50
"Mulhouse", "", "France", 87.5, 25
"Yuma", "Arizona", "United States of America", 77.77777777777779, 45
"Flagstaff", "Arizona", "United States of America", 100, 18.75
"Southampton", "England", "United Kingdom", 67.3076923076923, 46.875
"Palmer", "Alaska", "United States of America", 95, 0
"Konya", "Konya Province", "Turkey", 18.181818181818183, 45
"Huntsville", "Alabama", "United States of America", 95, 25
"Mobile", "Alabama", "United States of America", 75, 57.14285714285714
"Maricopa", "Arizona", "United States of America", 100, 50
"Murfreesboro", "Arkansas", "United States of America", 87.5, 37.5
"Debrecen", "Hajdu-Bihar County", "Hungary", 56.57894736842105, 20.833333333333332
"Sierra Vista", "Arizona", "United States of America", 75, 30
"Seward", "Alaska", "United States of America", 100, 0
"Hot Springs", "Arkansas", "United States of America", 100, 0
"Prescott", "Arizona", "United States of America", 96.42857142857143, 25
"Wasilla", "Alaska", "United States of America", 96.42857142857143, 33.333333333333336
"Varanasi", "Uttar Pradesh", "India", 19.339622641509436, 70.91836734693877
"Kodiak", "Alaska", "United States of America", 100, 25
"Christchurch", "Canterbury Region", "New Zealand", 80.11363636363636, 33.75
"Daugavpils", "", "Latvia", 50, 37.5
"Tabriz", "East Azerbaijan Province", "Iran", 30.263157894736842, 47.72727272727273
"Patna", "Bihar", "India", 14.492753623188403, 68.25396825396825
"Shreveport", "Louisiana", "United States of America", 78.125, 91.66666666666667
"Antakya", "Hatay Province", "Turkey", 87.5, 50
"Bhopal", "Madhya Pradesh", "India", 48.92857142857142, 67.3076923076923
"Monterrey", "Nuevo Leon", "Mexico", 23.79310344827586, 50
"Charleroi", "Wallonia", "Belgium", 50, 60
"Olomouc", "", "Czech Republic", 66.66666666666666, 20
"Acapulco", "Guerrero", "Mexico", 36.36363636363637, 77.27272727272727
"Szeged", "Csongrad-Csanad County", "Hungary", 69.44444444444444, 25
"Giza", "Giza Governorate", "Egypt", 8.333333333333332, 79.16666666666667
"Gresham", "Oregon", "United States of America", 100, 0
"Beaverton", "Oregon", "United States of America", 81.25, 6.25
"Santos", "Sao Paulo", "Brazil", 65.625, 18.75
"Temuco", "Araucania Region", "Chile", 18.75, 37.5
"La Rochelle", "", "France", 90, 0
"Olsztyn", "Warmian-Masurian Voivodeship", "Poland", 42.70833333333333, 43.75
"Van", "Van Province", "Turkey", 0, 50
"Leicester", "England", "United Kingdom", 70.3125, 27.083333333333336
"Goiania", "Goias", "Brazil", 68.75, 39.58333333333333
"Durres", "Durres County", "Albania", 37.5, 62.5
"Mosul", "", "Iraq", 0, 75
"Sibiu", "Sibiu County", "Romania", 77.63157894736842, 21.666666666666668
"Diyarbakir", "Diyarbakir Province", "Turkey", 18.75, 0
"Mons", "Wallonia", "Belgium", 80, 50
"Shimla", "", "India", 63.95348837209303, 62.5
"Savannah", "Georgia", "United States of America", 64.0625, 52.083333333333336
"Saue", "Harju County", "Estonia", 100, 0
"Changchun", "Jilin", "People's Republic of China", 16.666666666666668, 56.81818181818181
"Opole", "Opole Voivodeship", "Poland", 37.5, 45.45454545454545
"Liaoyuan", "Jilin", "People's Republic of China", 12.5, 50
"Baishan", "Jilin", "People's Republic of China", 0, 50
"Baicheng", "Jilin", "People's Republic of China", 0, 50
"London", "Ontario", "Canada", 69.82758620689656, 51
"Sopot", "Pomeranian Voivodeship", "Poland", 45.45454545454545, 53.57142857142857
"Rawalpindi", "Punjab", "Pakistan", 33.333333333333336, 79.34782608695652
"Chrzanow", "Lesser Poland Voivodeship", "Poland", 37.5, 50
"Gaziantep", "Gaziantep Province", "Turkey", 25, 37.5
"Sugar Land", "Texas", "United States of America", 87.5, 37.5
"Mostar", "Federation of Bosnia and Herzegovina", "Bosnia and Herzegovina", 93.18181818181819, 35
"Oradea", "", "Romania", 65.47619047619048, 26.666666666666668
"Novokuznetsk", "Kemerovo Oblast", "Russia", 0, 45
"Greeley", "Colorado", "United States of America", 95, 0
"Waukesha", "Wisconsin", "United States of America", 87.5, 50
"Appleton", "Wisconsin", "United States of America", 89.28571428571428, 25
"Magnitogorsk", "Chelyabinsk Oblast", "Russia", 0, 72.72727272727273
"Nizhny Tagil", "Sverdlovsk Oblast", "Russia", 0, 100
"Volzhsky", "", "Russia", 0, 75
"Ourense", "Galicia", "Spain", 100, 33.333333333333336
"Ibb", "Ibb Governorate", "Yemen", 100, 75
"Cluj-Napoca", "Cluj County", "Romania", 57.11206896551724, 33.409090909090914
"Newport", "Wales", "United Kingdom", 82.14285714285714, 58.333333333333336
"Narva", "Ida-Viru County", "Estonia", 75, 66.66666666666666
"Kielce", "Swietokrzyskie Voivodeship", "Poland", 50, 50
"Bytom", "Silesian Voivodeship", "Poland", 35, 75
"Parnu", "Parnu County", "Estonia", 75, 25
"Miskolc", "Borsod-Abauj-Zemplen County", "Hungary", 44.44444444444444, 15.000000000000002
"Corinth", "Peloponnese Region", "Greece", 87.5, 50
"Czestochowa", "Silesian Voivodeship", "Poland", 45.83333333333333, 12.5
"Rovaniemi", "", "Finland", 100, 15.000000000000002
"Zabrze", "Silesian Voivodeship", "Poland", 15.625, 37.5
"Ventspils", "", "Latvia", 92.85714285714286, 8.333333333333332
"Lucena", "", "Philippines", 54.166666666666664, 69.23076923076923
"Chorzow", "Silesian Voivodeship", "Poland", 25, 50
"Zgierz", "Lodz Voivodeship", "Poland", 75, 50
"Bakal", "Chelyabinsk Oblast", "Russia", 75, 100
"Balashikha", "Moscow Oblast", "Russia", 25, 58.333333333333336
"Elblag", "Warmian-Masurian Voivodeship", "Poland", 54.166666666666664, 50
"Zielona Gora", "Lubusz Voivodeship", "Poland", 75, 12.5
"Plock", "Masovian Voivodeship", "Poland", 33.333333333333336, 45
"Gorzow Wielkopolski", "Lubusz Voivodeship", "Poland", 55.00000000000001, 75
"Radom", "Masovian Voivodeship", "Poland", 40, 50
"Slupsk", "Pomeranian Voivodeship", "Poland", 87.5, 50
"Sosnowiec", "Silesian Voivodeship", "Poland", 17.857142857142854, 25
"Gliwice", "Silesian Voivodeship", "Poland", 19.11764705882353, 59.61538461538461
"Legnica", "Lower Silesian Voivodeship", "Poland", 50, 50
"Tarnow", "Lesser Poland Voivodeship", "Poland", 37.5, 50
"Wloclawek", "Kuyavian-Pomeranian Voivodeship", "Poland", 45, 75
"Binangonan", "", "Philippines", 75, 50
"Cainta", "", "Philippines", 45, 60
"Rybnik", "Silesian Voivodeship", "Poland", 13.88888888888889, 41.66666666666667
"Akranes", "", "Iceland", 100, 37.5
"Sivas", "Sivas Province", "Turkey", 33.333333333333336, 75
"Puerto Galera", "", "Philippines", 50, 50
"Valmiera", "", "Latvia", 100, 50
"Belize City", "Belize District", "Belize", 50, 77.77777777777779
"Dabrowa Gornicza", "Silesian Voivodeship", "Poland", 33.333333333333336, 25
"Kilkenny", "Leinster", "Ireland", 75, 75
"Pelotas", "Rio Grande do Sul", "Brazil", 50, 50
"Matola", "Maputo Province", "Mozambique", 37.5, 50
"Kolobrzeg", "West Pomeranian Voivodeship", "Poland", 100, 0
"Caxias do Sul", "Rio Grande do Sul", "Brazil", 85, 37.5
"Mwanza", "Mwanza Region", "Tanzania", 60, 55.00000000000001
"Walbrzych", "Lower Silesian Voivodeship", "Poland", 36.11111111111111, 60
"Puerto Princesa", "Western Visayas", "Philippines", 62.5, 54.166666666666664
"Durango", "Durango", "Mexico", 83.33333333333333, 50
"Chatham-Kent", "Ontario", "Canada", 60, 25
"Chuzhou", "Anhui", "People's Republic of China", 0, 50
"Elbasan", "Elbasan County", "Albania", 0, 25
